python-neovim 0.3.2-3
python-numpy 1.16.4-1
python-packaging 19.0-1
python-pandas 0.24.2-1
python-pandocfilters 1.4.2-2
python-paramiko 2.4.2-1
python-parso 0.5.0-1
python-passlib 1.7.1-2
python-pbr 5.4.0-1
python-pep517 0.5.0-1
python-pexpect 4.7.0-1
python-pickleshare 0.7.5-1
python-pip 19.0.3-1
python-plotly 3.7.1-1
python-pluggy 0.12.0-1
python-ply 3.11-2
python-powerline-git 1:2.7+7+g5d82d544-1
python-progress 1.5-1
python-prometheus_client 0.6.0-1
python-prompt_toolkit 2.0.9-1
python-psutil 5.6.3-1
python-psycopg2 2.8.3-1
python-ptyprocess 0.6.0-2
python-py 1.8.0-1
python-pyasn1 0.4.5-1
python-pycparser 2.19-1
python-pycryptodome 3.8.2-1
python-pygments 2.4.2-1
python-pynacl 1.3.0-1
python-pyparsing 2.4.0-1
python-pyqt5 5.13.0-1
python-pyrsistent 0.15.3-1
python-pysrt 1.1.1-4
python-pytest 4.6.0-1
python-pytest-runner 5.1-1
python-pytoml 0.1.20-1
python-pytz 2019.1-1
python-pyzmq 18.0.2-1
python-rarfile 3.0-1
python-rebulk 1.0.0-1
python-regex 2019.06.02-1
python-requests 2.22.0-1
python-retrying 1.3.3-4
python-secretstorage 3.1.1-1
python-selenium 3.141.0-1
python-send2trash 1.5.0-2
python-setproctitle 1.1.10-3
python-setuptools 1:41.0.1-1
python-simplejson 3.16.1-1
python-sip-pyqt5 4.19.18-1
python-six 1.12.0-1
python-soupsieve 1.9.2-1
python-speaklater 1.3-4
python-sqlalchemy 1.3.5-1
python-sqlparse 0.2.4-2
python-sshtunnel 0.1.4.r3.g66a923e-1
python-stevedore 1.30.0-1
python-terminado 0.8.1-2
python-testpath 0.4.2-1
python-testtools 2.3.0-2
python-texttable 1.6.2-1
python-tornado 5.1.1-1
python-traitlets 4.3.2-2
python-unidecode 1.1.1-1
python-urllib3 1.25.3-1
python-virtualenv 16.1.0-1
python-virtualenv-clone 0.5.3-1
python-virtualenvwrapper 4.8.4-1
python-wcwidth 0.1.7-3
python-webencodings 0.5.1-2
python-websocket-client 0.56.0-1
python-werkzeug 0.15.2-1
python-wtforms 2.2.1-4
python-xdg 0.26-2
python-xlrd 1.2.0-1
python-xmltodict 0.12.0-1
python-yaml 5.1-1
python-zipp 0.5.2-1
python2 2.7.16-1
python2-appdirs 1.4.3-2
python2-astroid 1.6.5-2
python2-backports 1.0-2
python2-backports-abc 0.5-2
python2-backports.functools_lru_cache 1.5-1
python2-cachecontrol 0.12.5-4
python2-cairo 1.18.1-1
python2-cffi 1.12.3-1
python2-chardet 3.0.4-2
python2-colorama 0.4.1-1
python2-configobj 5.0.6-4
python2-configparser 3.7.4-1
python2-dbus 1.2.8-2
python2-distlib 0.2.9-1
python2-distro 1.4.0-1
python2-dulwich 0.19.11-1
python2-entrypoints 0.3-1
python2-enum34 1.1.6-2
python2-flake8 1:3.7.8-1
python2-functools32 3.2.3_2-2
python2-futures 3.2.0-1
python2-gobject 3.32.2-1
python2-gobject2 2.28.7-2
python2-gtkspellcheck 4.0.5-5
python2-html5lib 1.0.1-3
python2-idna 2.8-1
python2-iniparse 0.4-4
python2-ipaddress 1.0.22-1
python2-isort 4.3.4-2
python2-lazy-object-proxy 1.4.1-1
python2-lockfile 0.12.2-4
python2-lxml 4.3.4-1
python2-mccabe 0.6.1-2
python2-mpd 0.3.0-6
python2-msgpack 0.6.1-1
python2-numpy 1.16.4-1
python2-ordereddict 1.1-2
python2-packaging 19.0-1
python2-pep517 0.5.0-1
python2-pip 19.0.3-1
python2-ply 3.11-2
python2-progress 1.5-1
python2-pycodestyle 2.5.0-1
python2-pycparser 2.19-1
python2-pycurl 7.43.0.2-2
python2-pyenchant 2.0.0-3
python2-pyflakes 2.1.1-1
python2-pykka 2.0.0-1
python2-pyliblzma 0.5.3-7
python2-pylint 1.9.2-1
python2-pyparsing 2.4.0-1
python2-pyspotify 2.0.5-2
python2-pysqlite 2.8.3-2
python2-pysvn 1.9.3-1
python2-pytoml 0.1.20-1
python2-rebulk 1.0.0-1
python2-regex 2019.06.02-1
python2-requests 2.22.0-1
python2-retrying 1.3.3-4
python2-setuptools 1:41.0.1-1
python2-simplejson 3.16.1-1
python2-singledispatch 3.4.0.3-3
python2-six 1.12.0-1
python2-spotipy 2.4.4-1
python2-tornado 5.1.1-1
python2-typing 3.6.6-1
python2-urllib3 1.25.3-1
python2-urwid 2.0.1-2
python2-virtualenv 16.1.0-1
python2-webencodings 0.5.1-2
python2-wrapt 1.11.2-1
python26 2.6.9-14
python35 3.5.6-1
qt4 4.8.7-28
qt5-base 5.13.0-7
qt5-declarative 5.13.0-1
qt5-multimedia 5.13.0-1
qt5-svg 5.13.0-1
qt5-tools 5.13.0-1
qt5-x11extras 5.13.0-1
qt5-xmlpatterns 5.13.0-1
qtmib 1.1.1-1
rabbitvcs 0.17.1-1
ranger 1.9.2-1
raptor 2.0.15-11
rasqal 1:0.9.33-2
re2 20190701-1
readline 8.0.0-1
recode 3.7.1-1
redland 1:1.0.17-7
reflector 2019.3-1
reiserfsprogs 3.6.27-2
rest 0.8.1-1
rhash 1.3.8-1
ripgrep 11.0.1-2
robo3t-bin 1.3.1-1
rofi 1.5.4-1
rpm-org 4.14.2.1-1
rpmdevtools 8.10-1
rsync 3.1.3-1
rtkit 0.12-1
rtmpdump 1:2.4.r96.fa8646d-5
rubberband 1.8.2-2
ruby 2.6.3-1
rubygems 3.0.4-1
run-parts 4.8.6.1-1
runc 1.0.0rc8-1
rust 1:1.35.0-1
rxvt-unicode-patched 9.22-11
rxvt-unicode-terminfo 9.22-9
s-nail 14.9.13-2
sassc 3.6.1-1
sbc 1.4-1
sbt 1:1.2.8-1
scala 2.13.0-1
schroedinger 1.0.11-5
scrot 0.9.1-1
sdl 1.2.15-10
sdl2 2.0.9-1
sdl2_image 2.0.5-1
sdl2_mixer 2.0.4-3
sdl2_ttf 2.0.15-1
sdl_image 1.2.12-5
sdl_mixer 1.2.12-7
sdl_ttf 2.0.11-5
seahorse 1:3.32.2-1
sed 4.7-1
semver 6.2.0-1
serf 1.3.9-3
shaderc 2018.0-3
shadow 4.6-3
shared-mime-info 1.12-1
shntool 3.0.10-5
slang 2.3.2-1
smbclient 4.10.6-1
smpeg 0.4.5-4
snappy 1.1.7-1
socat 1.7.3.3-1
sonata 1.6.2.1-14
sound-theme-freedesktop 0.8-3
soundtouch 2.1.2-1
source-highlight 3.1.8-18
spandsp 0.0.6-2
speech-dispatcher 0.9.1-1
speedometer 2.8-3
speex 1.2.0-2
speexdsp 1.2.0-1
spirv-tools 2018.5-1
spotify 1:1.0.98.78-2
sqlite 3.29.0-1
squid 4.8-1
srt 1.3.2-1
sshpass 1.06-2
stalonetray 0.8.3-2
startup-notification 0.12-6
steam 1.0.0.61-1
steam-native-runtime 1.0.0.56-3
stoken 0.92-3
stow 2.2.2-5
strace 5.1-1
subliminal-git 2.0.5.r1.gdd74383-1
subversion 1.12.0-3
sudo 1.8.27-1
super-flat-remix-icon-theme 20161116-1
sysfsutils 2.1.0-10
systemd 242.32-3
systemd-libs 242.32-3
systemd-sysvcompat 242.32-3
t1lib 5.1.2-7
taglib 1.11.1-3
talloc 2.2.0-1
tar 1.32-1
tcl 8.6.9-2
tdb 1.3.18-2
termite 15-1
termite-terminfo 15-1
tevent 1:0.9.39-2
texinfo 6.6-1
thin-provisioning-tools 0.8.5-2
thunar 1.8.7-1
thunar-archive-plugin 0.4.0-1
thunderbird 60.7.2-1
tk 8.6.9.1-1
tmux 2.9_a-2
tolua++_5.3 1.0.93-1
toxcore 1:0.2.10-1
traceroute 2.1.0-2
transmission-cli 2.94-1
transmission-gtk 2.94-1
transmission-remote-cli 1.7.1-2
trayer 1.1.8-1
tre 0.8.0-5
tree 1.8.0-1
tslib 1.20-1
ttf-arphic-uming 0.2.20080216.1-7
ttf-baekmuk 2.2-11
ttf-dejavu 2.37-2
ttf-droid 20121017-7
ttf-fira-sans 1:4.301-1
ttf-font-awesome 5.9.0-1
ttf-font-awesome-4 4.7.0-5
ttf-liberation 2.00.5-2
ttf-material-design-icons 3.0.1-1
ttf-roboto 2.138-1
ttf-ubuntu-font-family 0.83-5
twolame 0.3.13-8
tzdata 2019b-1
uchardet 0.0.6-2
udisks2 2.8.3-1
unibilium 2.0.0-1
unixodbc 2.3.7-2
unrar 1:5.7.5-1
unzip 6.0-13
urlgrabber 4.0.0-1
urxvt-perls 2.2-2
urxvt-resize-font-git 19.854ba29-1
urxvt-tabbedex 0.4-3
urxvt-vtwheel 0.3-2
usbutils 010-1
util-linux 2.34-3
v4l-utils 1.16.6-1
vamp-plugin-sdk 2.8.0-1
vi 1:070224-3
vid.stab 1.1-2
vim-runtime 8.1.1635-1
virtualbox 6.0.8-2
virtualbox-host-modules-arch 6.0.8-18
visualvm 1.4.3-1
vlc 3.0.7.1-1
volume_key 0.3.11-2
vpnc 1:0.5.3.r460.r73-1
vsftpd 3.0.3-6
vte-common 0.56.3-1
vulkan-icd-loader 1.1.112-1
vulkan-intel 19.1.2-1
w3m 0.5.3.git20190105-1
wavpack 5.1.0-2
wayland 1.17.0-1
wayland-protocols 1.17-1
webkit2gtk 2.24.3-1
webrtc-audio-processing 0.3.1-1
wget 1.20.3-2
which 2.21-3
wildmidi 0.4.3-1
wiredtiger 3.1.0.20181030-1
wireless_tools 30.pre9-2
wireshark-cli 3.0.2-1
wireshark-qt 3.0.2-1
woeusb-git 3.3.0.r0.g5e9a3a7-1
woff2 1.0.2-1
wpa_supplicant 2:2.8-1
wxgtk-common 3.0.4-2
wxgtk2 3.0.4-2
wxgtk3 3.0.4-2
x264 2:157.r72db4377-1
x265 3.0-1
xbitmaps 1.1.2-1
xboxdrv 0.8.8-4
xcb-proto 1.13-2
xcb-util 0.4.0-2
xcb-util-cursor 0.1.3-2
xcb-util-image 0.4.0-2
xcb-util-keysyms 0.4.0-2
xcb-util-renderutil 0.3.9-2
xcb-util-wm 0.4.1-2
xcb-util-xrm 1.3-1
xclip 0.13-2
xdg-utils 1.1.3-3
xdotool 3.20160805.1-2
xerces-c 3.2.2-1
xf86-input-evdev 2.10.6-1
xf86-input-keyboard 1.9.0-3
xf86-input-libinput 0.28.2-1
xf86-input-mouse 1.9.3-1
xf86-input-synaptics 1.9.1-1
xf86-input-vmmouse 13.1.0-4
xf86-input-void 1.4.1-4
xf86-video-amdgpu 19.0.1-1
xf86-video-ati 1:19.0.1-1
xf86-video-dummy 0.3.8-3
xf86-video-fbdev 0.5.0-1
xf86-video-intel 1:2.99.917+863+g6afed33b-1
xf86-video-nouveau 1.0.16-1
xf86-video-openchrome 0.6.0-3
xf86-video-vesa 2.4.0-2
xf86-video-vmware 13.3.0-1
xf86-video-voodoo 1.2.5-10
xfconf 4.12.1-7
xflux 20130901-5
xfsprogs 4.20.0-2
xkeyboard-config 2.27-1
xmlsec 1.2.28-1
xorg-bdftopcf 1.1-1
xorg-docs 1.7.1-2
xorg-font-util 1.3.1-2
xorg-font-utils 7.6-5
xorg-fonts-100dpi 1.0.3-4
xorg-fonts-75dpi 1.0.3-4
xorg-fonts-alias 1.0.3-2
xorg-fonts-encodings 1.0.5-1
xorg-fonts-misc 1.0.3-6
xorg-iceauth 1.0.8-1
xorg-luit 1.1.1-3
xorg-mkfontscale 1.2.1-1
xorg-server 1.20.5-2
xorg-server-common 1.20.5-2
xorg-server-devel 1.20.5-2
xorg-server-xdmx 1.20.5-2
xorg-server-xephyr 1.20.5-2
xorg-server-xnest 1.20.5-2
xorg-server-xvfb 1.20.5-2
xorg-server-xwayland 1.20.5-2
xorg-sessreg 1.1.2-1
xorg-setxkbmap 1.3.1-2
xorg-smproxy 1.0.6-2
xorg-util-macros 1.19.2-1
xorg-x11perf 1.6.1-1
xorg-xauth 1.1-1
xorg-xbacklight 1.2.2-1
xorg-xcmsdb 1.0.5-2
xorg-xcursorgen 1.0.7-1
xorg-xdpyinfo 1.3.2-2
xorg-xdriinfo 1.0.6-1
xorg-xev 1.2.3-1
xorg-xgamma 1.0.6-2
xorg-xhost 1.0.8-1
xorg-xinit 1.4.1-1
xorg-xinput 1.6.2-2
xorg-xkbcomp 1.4.2-1
xorg-xkbevd 1.1.4-2
xorg-xkbutils 1.0.4-3
xorg-xkill 1.0.5-1
xorg-xlsatoms 1.1.3-1
xorg-xlsclients 1.1.4-1
xorg-xmodmap 1.0.10-1
xorg-xpr 1.0.5-1
xorg-xprop 1.2.4-1
xorg-xrandr 1.5.0-2
xorg-xrdb 1.2.0-1
xorg-xrefresh 1.0.6-1
xorg-xset 1.2.4-1
xorg-xsetroot 1.1.2-1
xorg-xvinfo 1.1.4-1
xorg-xwd 1.0.7-1
xorg-xwininfo 1.1.4-1
xorg-xwud 1.0.5-1
xorgproto 2019.1-1
xsel 1.2.0.20160929-2
xterm 347-1
xvidcore 1.3.5-1
xz 5.2.4-1
yajl 2.1.0-2
yaml-cpp 0.6.2-1
yaourt 1.9-1
yay 9.2.0-1
yum 3.4.3-7
yum-metadata-parser 1.1.4-10
zathura 0.4.3-2
zathura-djvu 0.2.8-1
zathura-pdf-poppler 0.2.9-1
zenity 3.32.0-1
zeromq 4.3.1-2
zip 3.0-8
zita-alsa-pcmi 0.3.2-1
zita-resampler 1.6.2-1
zlib 1:1.2.11-3
zookeeper 3.4.14-1
zsh 5.7.1-1
zstd 1.4.0-1
zvbi 0.2.35-3
zziplib 0.13.69-1
